,id,name,name_id,content,timestamp,channel,language,category,vect,logit_predict,Mnb_predict,tree_predict,rf_predict,bg_predict,knn_predict,nn_predict
4205,8.372636166704742e+16,RandomPinkBunny,4563,stone table,2019-12-21T01:39:17Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4206,2.16619196031828e+17,Vesperiie,7325,Is the garden where the stone table is? Or is the garden where the carrots grow? ><,2019-12-21T01:37:43Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
4207,6.120854828131287e+17,Parasanity,6882,It triggers a mini game back at Tsukis home sometimes,2019-12-21T01:23:00Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4208,5.810140341580595e+17,Amo,5683,"what does the golden hoe at the top of the waterfall in the forest do? i’ve gotten it down, but i didn’t know if it was usable or not.",2019-12-21T01:22:16Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
4209,4.73533056162988e+17,츠설(tsushol),8891,It is not used. It is to decorate a Christmas tree.,2019-12-21T01:11:11Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4210,5.1606723341634765e+17,tulabella,9485,how do i use the christmas lights?,2019-12-21T00:47:00Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4217,3.6370126773603526e+17,dg,7162,||I can give but why did you want the timing so soon already haha.||,2019-12-20T05:44:34Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4218,3.6370126773603526e+17,dg,7162,||P.S. Check your phone now.||,2019-12-20T05:46:18Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4221,3.6370126773603526e+17,dg,7162,"For Yukiyama thing, Tsuki sleeps in regardless of the time by default.",2019-12-20T06:05:49Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,sea
4232,6.510738219395973e+17,yuuto,2431,Sorry this is not really related to tsuki,2019-12-20T04:59:32Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,sea,sea,east,sea
4233,6.510738219395973e+17,yuuto,2431,What other games do yall play?,2019-12-20T04:59:18Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4234,6.510738219395973e+17,yuuto,2431,Hey where are all of you from?,2019-12-20T04:58:51Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4235,6.417876429331497e+17,Here There Be Dragons,8771,<@363701267736035328>  thank you again.,2019-12-20T03:54:30Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4236,3.6370126773603526e+17,dg,7162,"Otherwise you might have to make a workabout and describe the scenario without images, or DM if you really have a need to post images then.",2019-12-20T03:51:57Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,sea,sea,east,east
4237,3.6370126773603526e+17,dg,7162,"iOS just can't post *only* spoiler images, that's all.",2019-12-20T03:51:19Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4238,3.6370126773603526e+17,dg,7162,"Just do the thing that I have answered before your very first question, that format works if you aren't posting any pictures at all.",2019-12-20T03:50:19Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4239,6.417876429331497e+17,Here There Be Dragons,8771,"<@363701267736035328>  so if someone asks a question That I know what answer to, should I DM the answer to them?",2019-12-20T03:49:23Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4240,3.6370126773603526e+17,dg,7162,Only for some non-limited time events but otherwise yeah it's not big changes maybe.,2019-12-20T03:48:47Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4241,3.6370126773603526e+17,dg,7162,but then in most cases the spoiler restrictions might be lifted when iOS hits so 80% of the times it isn't entirely needed I guess.,2019-12-20T03:48:15Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4242,3.6370126773603526e+17,dg,7162,"You still can post spoiler texts normally though, so it's not entirely the worst though you are restricted to not being able to post stuffs freely",2019-12-20T03:47:22Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4243,6.417876429331497e+17,Here There Be Dragons,8771,Darn astigmatism,2019-12-20T03:46:56Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4244,6.417876429331497e+17,Here There Be Dragons,8771,"<@363701267736035328> Thank you very much for the information on both the update timing and the spoiler information.  I used an iPad for gaming.  I have an Android phone but my eyesight is too bad to game on it.  I just use it for phone calls, lol.",2019-12-20T03:46:17Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,sea
4245,3.6370126773603526e+17,dg,7162,"It's technically not impossible but in most situations, you can't do them unless you fiddle with the technical stuffs.",2019-12-20T03:41:44Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4246,3.6370126773603526e+17,dg,7162,"Yes, you can't post spoilered images on an iOS since it was virtually impossible to rename your file, which is the only alternative solution to posting them on a mobile.",2019-12-20T03:40:53Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4262,6.23625171961643e+17,RicaL,5729,Thank you@Tsushol:)....  I haven’t gotten the Earth Ruin,2019-12-19T00:00:13Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4263,4.73533056162988e+17,츠설(tsushol),8891,"||Wind rune: Talk to '???'

Water rune: Fishing in the pond where Ramia is located.

Fire rune: At random, the candle light will light up when Tsuki prays. Touch it.

Earth rune: Talk to an ancient stone tablet when your phone's battery is more than 95 percent. ||

For your information, compasses are used when you want to go back to the camping ground. Buying this won't help you collect runes.Only useful way to use is when food is not enough. <@623625171961643028>",2019-12-18T23:44:59Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,east,east,east,east
4264,6.23625171961643e+17,RicaL,5729,I didn’t buy the compass?  Do I need to get the 4 ruins?  😊 🎄<:hug:589655063027253288> <:entry3:560350894646886441>,2019-12-18T23:15:26Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,eu
4265,6.23625171961643e+17,RicaL,5729,Hello.  Do you have to find the ruins altogether before you come out.  I have been to the forest 3 times and I cannot find the fourth ruin.  I found the cave and took a picture of the wall and I found the green tree....,2019-12-18T22:22:51Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4267,5.495312660645806e+17,ApexPredator,8840,But if u wanna go soon u can use || countryroad code || to head back,2019-12-18T11:00:28Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
4268,5.495312660645806e+17,ApexPredator,8840,<@621380442096140308> I think 6 hours .,2019-12-18T10:59:42Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,east,east,sea,sea
4270,6.417876429331497e+17,Here There Be Dragons,8771,<@549531266064580609>  thank you very much!,2019-12-18T06:59:10Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4271,5.495312660645806e+17,ApexPredator,8840,<@641787642933149707> TSUKI will be using the onsen many times randomly in day and night . But if Ur question is about the massage activity ..that's also a  random uncommon activity taking place mostly at night ..but some occasions day as well .,2019-12-18T06:37:15Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4272,6.417876429331497e+17,Here There Be Dragons,8771,How do you get to use the onsen in Yakiyama?  I have tales to both Jun and Rei multiple times and they just keep saying the same things over and over.,2019-12-18T06:08:26Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4273,6.510738219395973e+17,yuuto,2431,Okay i think i kinda get it..... damn it's really slow then,2019-12-17T12:58:38Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,east,sea,east,sea
4274,4.73533056162988e+17,츠설(tsushol),8891,"Check it
https://tsuki-adventure.fandom.com/wiki/Dawn%27s_Workshop",2019-12-17T10:36:35Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,east,east,east,east
4275,6.510738219395973e+17,yuuto,2431,<@473533056162988032>  what do you mean?,2019-12-17T10:33:58Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4276,4.73533056162988e+17,츠설(tsushol),8891,The third must be on.,2019-12-17T09:36:38Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4277,6.510738219395973e+17,yuuto,2431,I recycled alr. And is at the second light.... but i dont see the offer,2019-12-17T08:43:01Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4278,6.510738219395973e+17,yuuto,2431,How do you get 3rd level for tsuki,2019-12-17T08:42:46Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4279,4.73533056162988e+17,츠설(tsushol),8891,Check this site. > https://tsuki-adventure.fandom.com/wiki/Diary_Entries,2019-12-16T23:38:59Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4280,4.065662553995346e+17,Sad Sack V,4739,"<@549531266064580609> I’ve done that. I was hoping for something extra, since Clive and the card sharks mention conspiracy theories and there is the BEON game. Bummer tho",2019-12-16T20:17:44Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4281,5.495312660645806e+17,ApexPredator,8840,<@406566255399534613> pic Sherlock to get diary entry,2019-12-16T17:29:25Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,east,east,sea
4282,4.065662553995346e+17,Sad Sack V,4739,I finally got the diary entry for the shady bear dude in the city. There’s a ton of references to aliens/investigation... is there anything else I’m missing?,2019-12-16T17:21:10Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4291,5.495312660645806e+17,ApexPredator,8840,<:swag:582867438778187786>,2019-12-16T12:17:45Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],eu,eu,east,eu,east,east,eu
4292,3.078733281174487e+17,Shial,336,"<@549531266064580609> oh alright just share right? even tho its a small amount, alrighty, thanks so much!",2019-12-16T11:33:10Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4293,3.078733281174487e+17,Shial,336,<@648251434206494781>  <@155978363238875137>  thanks for both answer guys! at leat i got it clear!,2019-12-16T11:32:35Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4294,5.495312660645806e+17,ApexPredator,8840,<@307873328117448705> yeah u will get many duplicates ..u can share Ur Gatchapons everytime u get ..to receive a small amount of carrots.,2019-12-16T04:02:01Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
4300,6.543431581798236e+17,NeonStatic187,4001,Ok 😊,2019-12-16T01:52:55Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4303,6.543431581798236e+17,NeonStatic187,4001,Anyone? Lol,2019-12-16T01:48:22Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4304,6.543431581798236e+17,NeonStatic187,4001,I'm scared to eat it and make tsuki sick or die,2019-12-16T01:35:23Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
4305,6.543431581798236e+17,NeonStatic187,4001,Glowing*,2019-12-16T01:26:24Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4306,6.543431581798236e+17,NeonStatic187,4001,Hey should I eat the owing mushroom? Lol I hit no,2019-12-16T01:26:18Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4307,1.5597836323887514e+17,Anatsuki,7052,"<@307873328117448705> you mean on the Gatcha? Yes, you can get repeats and you can’t do anything with the extras.",2019-12-16T01:25:53Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4308,6.482514342064947e+17,Paula Del,2023,"<@307873328117448705>Hello! It has never happened to me, once you buy a toy it does not appear again for sale, I never had the option to buy it again. Only the food is repeated. Has it happened to you?<:nom:560673500793405460>",2019-12-16T01:00:42Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
4309,3.078733281174487e+17,Shial,336,"Ey guys, kinda new to tsuki, started 1 week ago but, if you get the same toy twice its just lost of carrots right? you cant do nothing with it the ones that are repeated? ty in advance",2019-12-15T23:05:20Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4310,3.384913121373061e+17,Karivar,4226,Oh ok thanks,2019-12-15T22:25:06Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4312,3.384913121373061e+17,Karivar,4226,How do you get the golden shovel out of the waterfall?,2019-12-15T22:21:01Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4313,1.5597836323887514e+17,Anatsuki,7052,"<@473533056162988032>  I thought so at first, too. But I’ve witnessed him send Tsuki there (and we noted date and time) and then 2 days later Tsuki is sitting in the bus stop with no way to exit the area.",2019-12-15T22:12:11Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4314,4.73533056162988e+17,츠설(tsushol),8891,Like this picture,2019-12-15T11:02:51Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
4315,4.73533056162988e+17,츠설(tsushol),8891,"For your information, sometimes Tsuki is at the station. But it is not to go home but to check the letter.",2019-12-15T11:02:13Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,east,east,east,sea
4316,4.73533056162988e+17,츠설(tsushol),8891,"Regardless of both, it's a three-day period. Maybe it's a bug, but is it true that your brother spent only two days?
<@155978363238875137>",2019-12-15T11:00:38Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4317,1.5597836323887514e+17,Anatsuki,7052,"Hey ho, y'all. How long does Tsuki stay in Yukiyama for? My brother (Samsung Tab) gets 2 days and I get 3 (iPhone). We're both Club Moon members and use the blimp to get there. Google says everyone is getting three days, so is there a bug for my brother or...?",2019-12-15T10:46:55Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
4318,3.9559149343329485e+17,Eurus,3850,Okay thanks,2019-12-15T07:57:40Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4319,3.6370126773603526e+17,dg,7162,It's a reoccurring bug that has been somewhat popular by now already. Basically the notification ended up on an endless loop and has created a little too much at one go from what it seems.,2019-12-15T07:56:41Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4320,3.9559149343329485e+17,Eurus,3850,Is this a bug?,2019-12-15T07:54:35Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,east
4321,4.73533056162988e+17,츠설(tsushol),8891,Random..TT,2019-12-15T06:36:46Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4322,6.510738219395973e+17,yuuto,2431,<@641787642933149707> okay thanks,2019-12-15T05:00:57Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4323,6.417876429331497e+17,Here There Be Dragons,8771,<@651073821939597332>  I didn’t notice a specific time but it was after dark for me.,2019-12-15T04:43:54Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,eu,east,east,eu
4324,6.417876429331497e+17,Here There Be Dragons,8771,<@616460127754780692>  Thank you!  I will check back when the workshop is open again.,2019-12-15T04:43:14Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4325,6.510738219395973e+17,yuuto,2431,What time does sherlock appear in the city?,2019-12-15T04:18:38Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
4328,6.417876429331497e+17,Here There Be Dragons,8771,<@616460127754780692>  All of the green lights are lit and the bar beside them is all the way full but the only items available are more wallpapers.  I just got them all filled up today after a trip to the big city so maybe I should just give it a little time?,2019-12-15T04:00:19Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
4331,6.417876429331497e+17,Here There Be Dragons,8771,Do I need anything except the third floor for Dawn to make me swing blueprints?,2019-12-15T01:03:32Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,eu,east,east,sea
4333,4.065662553995346e+17,Sad Sack V,4739,"<@484268774464290821> ah! No, Tsuki won’t see him again after that, but I hope he’s back in future events/updates!",2019-12-14T02:26:16Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4341,4.065662553995346e+17,Sad Sack V,4739,"go back to his house after you get the lollipop and see if there's anyone else hanging around. I don't want to spoil it, but Ed's got a lot going on right now",2019-12-13T21:11:27Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,sea,east,east,east,sea
4359,2.0875812862230528e+17,aquatorrent,1330,I mean the one listed in <#558348618059218973>,2019-12-13T15:03:39Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4360,3.590005478415401e+17,A Literal God,3753,Huh,2019-12-13T14:58:34Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4361,2.0875812862230528e+17,aquatorrent,1330,The faq section says that it is +50 or -50 carrots tho :o,2019-12-13T14:45:38Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4362,3.590005478415401e+17,A Literal God,3753,And I meant the quantity if carrots taken. He takes a less amount of carrots than he gives you. I think it was he takes 50 and he gives 200. At least that was my experience,2019-12-13T14:38:26Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,east
4363,3.590005478415401e+17,A Literal God,3753,Huh,2019-12-13T14:37:24Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4364,3.6370126773603526e+17,dg,7162,"It was said to be hard-coded to be 50/50, and that makes it entirely RNG based. You are probably lucky because it was the direct opposite when I did it back then.",2019-12-13T14:36:08Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4365,3.590005478415401e+17,A Literal God,3753,I do it anyways. I don’t care if he steals my carrots. I’ve actually found that there is a higher reward to risk ratio with him. He gives more carrots than he takes,2019-12-13T14:34:28Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,east
4368,3.6370126773603526e+17,dg,7162,It's entirely random. Only let him in if you are feeling the need to gamble.,2019-12-13T12:04:02Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4393,4.163534427353252e+17,MouseSkull,7645,He won't,2019-12-12T18:16:10Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4394,4.163534427353252e+17,MouseSkull,7645,Nope,2019-12-12T18:15:58Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4396,4.73533056162988e+17,츠설(tsushol),8891,"Machete is to cut grass in the waterfall map.
The rope is necessary in order to save the yamamura. Of course, there should be a trekking stick before that.
You have to go where the well is to find him. It's a random arrival, so you need a lot of food.",2019-12-12T16:54:53Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4397,2.405127856357376e+17,glf,1500,"How are you guys getting deeper into the forest, after using the machete? And what about this missing child? How do I find him?",2019-12-12T16:44:44Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4398,4.73533056162988e+17,츠설(tsushol),8891,"I drove an hour to the gas station, and three hours to the forest.

If you can't believe it, experiment with what I said.",2019-12-12T11:26:54Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
4399,3.6370126773603526e+17,dg,7162,"It's 2 hours to the gas station, and 4 hours to the forest, and that is referring to the car too yes.",2019-12-12T09:56:11Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4400,4.73533056162988e+17,츠설(tsushol),8891,That story is a time taken by car.,2019-12-12T09:45:43Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,east,east,sea
4401,4.73533056162988e+17,츠설(tsushol),8891,?,2019-12-12T09:44:35Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4406,3.6370126773603526e+17,dg,7162,It's 6 hours.,2019-12-12T09:31:36Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4408,4.73533056162988e+17,츠설(tsushol),8891,no. to be exact 1+3,2019-12-12T09:12:19Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4410,4.73533056162988e+17,츠설(tsushol),8891,The car takes four hours.,2019-12-12T09:09:07Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,sea,east,east,sea
4412,4.73533056162988e+17,츠설(tsushol),8891,"If you go back to town, you can go by car. Ohhhhh you don't have car??",2019-12-12T09:03:50Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4414,6.23625171961643e+17,RicaL,5729,Thanks dg😊<:hug:589655063027253288> <:entry3:560350894646886441>,2019-12-10T20:11:31Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4415,6.524210371659039e+17,naden,9016,I have had the limo show up before but couldn't figure out a way to interact with it - I tapped on the doors with no luck. Is there a trick to using it?,2019-12-12T03:55:14Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4416,3.6370126773603526e+17,dg,7162,"The process is automatic, you don't have to do anything to it besides waiting for a while to check back to see what happens after that.",2019-12-12T03:57:50Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,east
4418,4.73533056162988e+17,츠설(tsushol),8891,"mushroom villge : coast
Yukiyama: The direction of accommodation
City: Same as Yukiyama
Forest: It's as far as you can go to the left.",2019-12-12T08:44:59Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4419,3.6370126773603526e+17,dg,7162,"The limo was there to send Tsuki home, but what you have just did was overwriting Tsuki's limo waiting with the default campfire state when you return from the waterfall. Technical wise, you will still be sent back home nevertheless, so you could try checking back later to see Tsuki being drove off in a limo by then.",2019-12-10T19:31:52Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4420,6.23625171961643e+17,RicaL,5729,Hello....  I opened the game and the limousine was in the forest with Tsuki and Jovian.  I went to the waterfall and came back and the limo wasn’t there.  What do I do with the limo?  Why was it there?  Thanks😊,2019-12-10T19:27:44Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4421,5.5555285156967226e+17,Ashley,6323,Perfect! Looks like the only thing I’m missing is the pole! Thanks a ton,2019-12-10T18:43:02Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4422,3.6370126773603526e+17,dg,7162,Basically that's optional. If you could grab one you could also do that one faster but otherwise it's nothing to worry about.,2019-12-10T18:41:12Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4423,3.6370126773603526e+17,dg,7162,"Oh right, you might also need the bundle of rope somewhere. It's not essential stuffs, but it might be used in some one-time side event or so in there too.",2019-12-10T18:39:59Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4424,5.5555285156967226e+17,Ashley,6323,Thank you very much! That helps a ton,2019-12-10T18:38:58Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4425,3.6370126773603526e+17,dg,7162,"Machete to navigate into the deeper village, trekking pole to be able pass through the two doors at both sides, and compass to directly be sent back home. Those are the only things needed to go about in the trek beside food supplies. And in case you wanted your torch back, the previous question was about that too so it could be of relevance to you in that case.",2019-12-10T18:38:27Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4426,5.5555285156967226e+17,Ashley,6323,"I had a question about the forest. 

What do I need to explore it? I had a flashlight — but gave it away — I have a tent, machete, and compass. Am I missing anything?",2019-12-10T18:35:33Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4427,2.171614918859817e+17,Vya,2655,Thank you,2019-12-10T09:40:44Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4428,3.6370126773603526e+17,dg,7162,"Wait for another one in the store, it will sell a replacement as long as you don't have a torch in your inventory.",2019-12-10T09:37:55Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4429,2.171614918859817e+17,Vya,2655,What do I do now?,2019-12-10T09:33:36Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4430,2.171614918859817e+17,Vya,2655,Chagas took my Flashlight,2019-12-10T09:33:30Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4431,3.6370126773603526e+17,dg,7162,Off topic but by the way you could just throw in your question here in the future. It's probably more easier to just leave it in here and get others to answer (even when you are away) instead of waiting for someone to be present for that.,2019-12-10T08:27:47Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
4432,3.6370126773603526e+17,dg,7162,I did the signing in method before too twice and it works for me so I could say that it works in most cases but yeah just make sure that they are both under the same account ID.,2019-12-10T08:25:20Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4445,3.6370126773603526e+17,dg,7162,"but otherwise yeah, q7 in <#558348618059218973> is the alternative method, which needs some manual stuffs to do yeah.",2019-12-10T08:23:57Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4446,3.6370126773603526e+17,dg,7162,"Try the signing in first, it should work in most cases and is way more faster than transferring by manual means",2019-12-10T08:23:32Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4459,3.6370126773603526e+17,dg,7162,"the thing is that assuming that you sign in to your old device, signing in with to your newer device automatically fetch the game data which is a lesser effort thing. But otherwise, you will have to manually grab the save data via your file manager.",2019-12-10T08:22:42Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4460,3.6370126773603526e+17,dg,7162,"Yes that was confirmed long ago, but the newer phone should be google compatible or something along that line I'm assuming",2019-12-10T08:21:28Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4473,3.6370126773603526e+17,dg,7162,"As long as the syncing time on the old device has a recent date as close as to now, you should be able to fetch the game data just by signing in to that",2019-12-10T08:19:42Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
